22422,10,1
22423,10,2
22424,10,3
22425,10,22407
22426,10,22408
22427,10,22409
22428,10,22410
22429,10,22411
22430,10,22412
22431,10,22413
22432,10,22414
22433,10,22415
22434,10,22416
22435,10,22417
22436,10,22418
22437,10,22419
22438,10,22420
22439,10,22421
22440,10,22422
22441,10,22423
22442,10,22424
22443,10,22425
22444,10,22426
22445,10,22427
22446,10,22428
22447,10,22429
22448,10,22430
22449,10,22431
22450,10,22432
22451,10,22433
22452,10,22434
22453,10,22435
22454,10,22436
22455,10,22437
22456,10,22438
22457,10,22439
22458,10,22440
22459,10,22441
22460,10,22442
22461,10,22443
22462,10,22444
22463,10,22445
22464,10,22446
22465,10,22447
22466,10,22448
22467,10,22449
22468,10,22450
22469,10,22451
22470,10,22452
22471,10,22453
22472,10,22454
22473,10,22455
22474,10,22456
22475,10,22457
22476,10,22458
22477,10,22459
22478,10,22460
22479,10,22461
22480,10,22462
22481,10,22463
22482,10,22464
22483,10,22465
22484,10,22466
22485,10,22467
22486,10,22468
22487,10,22469
22488,10,22470
22489,10,22471
22490,10,22472
22491,10,22473
22492,10,22474
22493,10,22475
22494,10,22476
22495,10,22477
22496,10,22478
22497,10,22479
22498,10,22480
22499,10,22481
22500,10,22482
22501,10,22483
22502,10,22484
22503,10,22485
22504,10,22486
22505,10,22487
22506,10,22488
22507,10,22489
22508,10,22490
22509,10,22491
22510,10,22492
22511,10,22493
22512,10,22494
22513,10,22495
22514,10,22496
22515,10,22497
22516,10,22498
22517,10,22499
22518,10,22500
22519,10,22501
22520,10,22502
22521,10,22503
22522,10,22504
22523,10,22505
22524,10,22506
22525,11,1
22526,11,2
22527,11,3
22528,11,22507
22529,11,22508
22530,11,22509
22531,11,22510
22532,11,22511
22533,11,22512
22534,11,22513
22535,11,22514
22536,11,22515
22537,11,22516
22538,11,22517
22539,11,22518
22540,11,22519
22541,11,22520
22542,11,22521
22543,11,22522
22544,11,22523
22545,11,22524
22546,11,22525
22547,11,22526
22548,11,22527
22549,11,22528
22550,11,22529
22551,11,22530
22552,11,22531
22553,11,22532
22554,11,22533
22555,11,22534
22556,11,22535
22557,11,22536
22558,11,22537
22559,11,22538
22560,11,22539
22561,11,22540
22562,11,22541
22563,11,22542
22564,11,22543
22565,11,22544
22566,11,22545
22567,11,22546
22568,11,22547
22569,11,22548
22570,11,22549
22571,11,22550
22572,11,22551
22573,11,22552
22574,11,22553
22575,11,22554
22576,11,22555
22577,11,22556
22578,11,22557
22579,11,22558
22580,11,22559
22581,11,22560
22582,11,22561
22583,11,22562
22584,11,22563
22585,11,22564
22586,11,22565
22587,11,22566
22588,11,22567
22589,11,22568
22590,11,22569
22591,11,22570
22592,11,22571
22593,11,22572
22594,11,22573
22595,11,22574
22596,11,22575
22597,11,22576
22598,11,22577
22599,11,22578
22600,11,22579
22601,11,22580
22602,11,22581
22603,11,22582
22604,11,22583
22605,11,22584
22606,11,22585
22607,11,22586
22608,11,22587
22609,11,22588
22610,11,22589
22611,11,22590
22612,11,22591
22613,11,22592
22614,11,22593
22615,11,22594
22616,11,22595
22617,11,22596
22618,11,22597
22619,11,22598
22620,11,22599
22621,11,22600
22622,11,22601
22623,11,22602
22624,11,22603
22625,11,22604
22626,11,22605
22627,11,22606
22628,12,1
22629,12,2
22630,12,3
22631,12,22607
22632,12,22608
22633,12,22609
22634,12,22610
22635,12,22611
22636,12,22612
22637,12,22613
22638,12,22614
22639,12,22615
22640,12,22616
22641,12,22617
22642,12,22618
22643,12,22619
22644,12,22620
22645,12,22621
22646,12,22622
22647,12,22623
22648,12,22624
22649,12,22625
22650,12,22626
22651,12,22627
22652,12,22628
22653,12,22629
22654,12,22630
22655,12,22631
22656,12,22632
22657,12,22633
22658,12,22634
22659,12,22635
22660,12,22636
22661,12,22637
22662,12,22638
22663,12,22639
22664,12,22640
22665,12,22641
22666,12,22642
22667,12,22643
22668,12,22644
22669,12,22645
22670,12,22646
22671,12,22647
22672,12,22648
22673,12,22649
22674,12,22650
22675,12,22651
22676,12,22652
22677,12,22653
22678,12,22654
22679,12,22655
22680,12,22656
22681,12,22657
22682,12,22658
22683,12,22659
22684,12,22660
22685,12,22661
22686,12,22662
22687,12,22663
22688,12,22664
22689,12,22665
22690,12,22666
22691,12,22667
22692,12,22668
22693,12,22669
22694,12,22670
22695,12,22671
22696,12,22672
22697,12,22673
22698,12,22674
22699,12,22675
22700,12,22676
22701,12,22677
22702,12,22678
22703,12,22679
22704,12,22680
22705,12,22681
22706,12,22682
22707,12,22683
22708,12,22684
22709,12,22685
22710,12,22686
